Customer_ID,Stability_Month_1_Percentile,Volume_Month_1_Percentile,Stability_Month_2_Percentile,Volume_Month_2_Percentile,Stability_Month_3_Percentile,Volume_Month_3_Percentile,Stability_Month_4_Percentile,Volume_Month_4_Percentile,Stability_Month_5_Percentile,Volume_Month_5_Percentile,Stability_Month_6_Percentile,Volume_Month_6_Percentile,Churn
Person_3954,37,90,31,97,25,71,19,80,25,39,31,47,0
Person_3955,22,56,84,56,88,58,6,60,22,57,15,58,1
Person_3956,1,57,98,65,93,73,100,81,76,89,68,97,0
Person_3957,65,37,99,31,34,25,97,19,58,13,13,7,0
Person_3958,93,61,38,69,44,61,63,53,53,45,60,37,0
Person_3959,68,35,73,27,53,19,65,11,85,19,94,27,0
Person_3960,72,89,40,50,14,39,2,53,13,27,69,21,1
Person_3961,57,57,54,56,53,57,54,56,55,56,57,58,0
Person_3962,40,48,42,54,40,60,42,66,43,72,43,78,0
Person_3963,43,34,40,27,40,20,40,13,43,6,41,0,1
Person_3964,43,49,42,43,41,37,40,31,39,25,40,19,1
Person_3965,52,33,54,26,52,19,51,26,52,33,52,40,0
Person_3966,42,69,41,28,43,16,43,2,42,34,41,90,0
Person_3967,45,52,50,55,55,51,60,55,65,54,70,52,0
Person_3968,55,52,63,59,71,66,79,73,87,80,95,87,0
Person_3969,61,37,67,31,73,25,79,19,85,13,91,7,1
Person_3970,65,57,73,64,81,71,89,78,97,71,100,64,1
Person_3971,62,46,69,37,76,28,83,19,90,28,97,37,0
Person_3972,47,52,54,65,61,58,68,28,75,56,82,56,0
Person_3973,37,49,30,47,23,45,16,47,9,45,2,45,1
Person_3974,38,48,32,54,26,60,20,66,14,72,8,78,1
Person_3975,46,46,40,41,34,36,28,31,22,26,16,21,1
Person_3976,34,47,27,53,20,59,13,65,6,59,0,53,1
Person_3977,36,38,29,45,22,52,15,59,8,66,1,73,1
Person_3978,49,14,42,6,35,55,28,23,21,69,14,83,0
Person_3979,48,38,43,40,38,38,33,38,28,40,23,41,0
Person_3980,60,50,66,59,72,68,66,77,60,86,54,95,0
Person_3981,59,50,65,44,71,38,65,32,59,26,53,20,1
Person_3982,53,64,59,69,65,64,59,59,53,54,47,49,0
Person_3983,58,39,67,31,58,39,49,47,40,55,31,63,0
Person_3984,58,8,64,93,70,96,64,68,58,11,52,10,0
Person_3985,44,48,35,52,26,49,17,50,26,48,35,51,1
Person_3986,35,68,29,77,23,86,29,95,35,100,41,100,0
Person_3987,45,42,36,36,27,30,18,24,27,18,36,12,0
Person_3988,35,55,43,49,51,43,59,37,67,31,75,25,0
Person_3989,32,42,23,47,14,52,23,57,32,62,41,67,1
Person_3990,43,3,36,58,29,69,36,26,43,89,50,36,1
Person_3991,69,55,63,54,32,54,83,55,13,56,76,54,0
Person_3992,21,66,34,74,44,82,80,90,53,98,33,100,0
Person_3993,72,35,38,27,4,19,97,11,65,3,31,0,1
Person_3994,90,49,67,55,58,61,74,67,83,61,49,55,0
Person_3995,54,45,14,50,21,55,70,60,47,65,18,70,0
Person_3996,62,3,86,73,69,38,27,58,38,89,95,43,1
Person_3997,53,53,55,51,52,49,56,52,53,53,55,50,1
Person_3998,48,53,46,60,46,67,48,74,46,81,47,88,0
Person_3999,54,43,55,38,55,33,56,28,54,23,54,18,0
Person_4000,49,53,51,45,52,37,50,29,52,21,48,13,0
Person_4001,45,44,45,39,49,34,46,29,45,34,46,39,1
Person_4002,50,54,48,35,49,54,50,52,52,5,50,14,0
Person_4003,53,48,58,50,63,50,68,51,73,49,78,50,0
Person_4004,59,51,64,57,69,63,74,69,79,75,84,81,0
Person_4005,57,47,66,42,75,37,84,32,93,27,100,22,1
Person_4006,51,62,59,55,67,48,75,41,83,34,91,27,0
Person_4007,47,45,54,36,61,45,68,54,75,63,82,72,0
Person_4008,55,39,63,50,71,51,79,74,87,9,95,50,0
Person_4009,35,41,26,45,17,45,8,45,0,44,0,45,1
Person_4010,50,58,41,67,32,76,23,85,14,94,5,100,1
Person_4011,40,46,33,38,26,30,19,22,12,14,5,6,1
Person_4012,49,51,40,59,31,51,22,43,13,35,4,27,0
Person_4013,49,51,42,58,35,65,28,72,21,79,14,86,0
Person_4014,31,64,22,87,13,39,4,54,0,94,0,82,1
Person_4015,61,47,67,47,73,46,67,45,61,43,55,43,1
Person_4016,57,58,65,66,73,74,81,82,73,90,65,98,0
Person_4017,45,47,40,39,35,31,30,23,25,15,20,7,0
Person_4018,55,48,47,55,39,48,31,41,23,34,15,27,1
Person_4019,55,39,46,32,37,25,28,32,19,39,10,46,0
Person_4020,66,81,75,54,84,71,75,89,66,80,57,18,0
Person_4021,44,45,37,45,44,49,51,49,58,46,65,46,1
Person_4022,48,54,55,63,62,72,69,81,76,90,83,99,0
Person_4023,52,41,47,34,42,27,37,20,42,13,47,6,0
Person_4024,48,47,40,54,32,61,40,54,48,47,56,40,0
Person_4025,39,38,33,30,27,22,21,30,27,38,33,46,1
Person_4026,40,29,48,88,56,95,64,44,72,63,80,2,0
Person_4027,28,55,38,55,7,54,6,56,16,58,10,58,0
Person_4028,79,56,46,64,21,72,41,80,91,88,71,96,0
Person_4029,35,34,45,26,9,18,43,10,77,2,46,0,0
Person_4030,85,49,47,56,76,63,88,70,75,63,30,56,0
Person_4031,65,36,69,29,58,22,99,29,40,36,83,43,0
Person_4032,30,3,84,48,20,45,5,71,74,71,85,77,1
Person_4033,47,40,47,41,48,40,48,40,47,43,48,39,1
Person_4034,52,67,51,75,54,83,54,91,51,99,50,100,0
Person_4035,39,39,41,30,40,21,41,12,40,3,39,0,1
Person_4036,47,49,43,41,45,33,45,25,47,17,47,9,1
Person_4037,60,45,58,38,59,45,61,52,60,59,58,66,0
Person_4038,57,64,56,72,58,82,57,1,58,71,58,76,0
Person_4039,49,55,55,55,61,52,67,52,73,56,79,55,0
Person_4040,56,62,62,67,68,72,74,77,80,82,86,87,0
Person_4041,68,31,77,22,86,13,95,4,100,0,100,0,0
Person_4042,51,55,56,61,61,55,66,49,71,43,76,37,0
Person_4043,63,49,72,58,81,67,90,76,99,85,100,94,0
Person_4044,68,78,77,51,86,58,95,13,100,76,100,81,0
Person_4045,51,45,45,41,39,43,33,45,27,41,21,44,1
Person_4046,43,53,37,58,31,63,25,68,19,73,13,78,1
Person_4047,38,50,32,43,26,36,20,29,14,22,8,15,1
Person_4048,33,59,24,68,15,77,6,86,0,77,0,68,0
Person_4049,52,51,45,46,38,41,31,36,24,41,17,46,0
Person_4050,45,51,38,17,31,62,24,87,17,36,10,83,0
Person_4051,49,46,44,44,39,43,34,44,29,47,24,44,0
Person_4052,51,61,56,68,61,75,66,82,61,89,56,96,0
Person_4053,49,44,43,37,37,30,31,23,25,16,19,9,0
Person_4054,50,49,56,55,62,49,68,43,62,37,56,31,1
Person_4055,54,36,63,42,72,48,63,54,54,60,45,66,0
Person_4056,66,28,73,95,66,83,59,8,52,55,45,8,0
Person_4057,39,45,31,46,23,45,31,49,39,46,47,45,1
Person_4058,33,60,41,67,49,74,57,81,65,88,73,95,0
Person_4059,49,43,57,34,65,25,73,16,81,7,89,0,0
Person_4060,35,51,26,60,17,69,8,60,17,51,26,42,0
Person_4061,48,39,42,34,36,39,42,44,48,49,54,54,1
Person_4062,43,80,34,48,43,39,52,65,61,17,70,6,0
Person_4063,99,51,37,50,69,49,98,48,40,48,16,51,1
Person_4064,14,53,22,62,62,71,75,80,9,89,31,98,0
Person_4065,13,46,81,41,36,36,41,31,32,26,94,21,1
Person_4066,90,50,12,59,43,68,52,77,19,68,44,59,0
Person_4067,96,50,69,43,48,50,22,57,13,64,51,71,0
Person_4068,63,39,68,44,17,71,61,42,13,46,75,15,0
Person_4069,44,51,47,48,43,52,43,49,45,50,43,48,1
Person_4070,53,60,57,67,57,74,55,81,57,88,57,95,0
Person_4071,47,32,48,23,51,14,47,5,50,0,50,0,1
Person_4072,39,50,43,56,42,62,43,68,39,62,39,56,1
Person_4073,39,43,42,37,42,31,40,37,40,43,43,49,1
Person_4074,54,26,53,35,56,79,55,52,54,52,53,33,0
Person_4075,60,47,68,48,76,44,84,45,92,45,100,45,1
Person_4076,50,64,58,72,66,80,74,88,82,96,90,100,0
Person_4077,52,33,58,26,64,19,70,12,76,5,82,0,0
Person_4078,46,54,51,61,56,54,61,47,66,40,71,33,0
Person_4079,56,50,61,41,66,32,71,23,76,32,81,41,0
Person_4080,63,82,70,88,77,23,84,8,91,57,98,12,0
Person_4081,35,40,26,42,17,42,8,39,0,41,0,41,1
Person_4082,41,55,35,62,29,69,23,76,17,83,11,90,1
Person_4083,44,42,38,37,32,32,26,27,20,22,14,17,1
Person_4084,37,56,32,61,27,56,22,51,17,46,12,41,0
Person_4085,46,48,39,42,32,36,25,30,18,36,11,42,0
Person_4086,50,18,43,29,36,45,29,10,22,43,15,14,0
Person_4087,49,59,58,60,49,58,40,59,31,57,22,60,0
Person_4088,53,54,62,60,71,66,80,72,71,78,62,84,0
Person_4089,54,39,59,31,64,23,69,15,64,7,59,0,0
Person_4090,50,56,56,63,62,70,68,77,62,70,56,63,1
Person_4091,62,47,67,42,72,37,77,32,72,37,67,42,0
Person_4092,57,86,62,84,57,33,52,72,47,21,42,98,0
Person_4093,49,47,42,48,49,48,56,46,63,50,70,46,1
Person_4094,42,63,49,71,56,79,63,87,70,95,77,100,0
Person_4095,31,44,22,39,13,34,4,29,13,24,22,19,0
Person_4096,42,64,36,73,42,82,48,73,54,64,60,55,0
Person_4097,50,42,45,34,40,26,45,18,50,26,55,34,1
Person_4098,33,12,26,19,19,51,12,26,19,41,26,37,0
Person_4099,44,55,4,52,64,53,77,52,72,54,8,52,0
Person_4100,12,68,69,77,42,86,75,95,18,100,30,100,0
Person_4101,12,53,8,47,31,41,92,35,81,29,86,23,1
Person_4102,77,52,75,61,47,70,16,79,3,70,5,61,0
Person_4103,75,46,20,40,36,46,10,52,19,58,79,64,0
Person_4104,92,86,97,52,49,28,14,15,86,26,70,0,1
Person_4105,58,61,56,61,56,61,59,58,60,59,59,60,1
Person_4106,44,64,41,70,45,76,44,82,41,88,45,94,0
Person_4107,50,33,50,25,50,17,52,9,52,1,51,0,0
Person_4108,55,54,57,59,56,64,55,59,55,54,57,49,0
Person_4109,51,37,52,29,51,21,51,29,51,37,52,45,0
Person_4110,52,6,52,14,50,32,49,62,53,63,51,61,0
Person_4111,52,53,58,53,64,54,70,52,76,55,82,53,0
Person_4112,52,51,57,59,62,67,67,75,72,83,77,91,0
Person_4113,46,49,52,43,58,37,64,31,70,25,76,19,1
Person_4114,51,54,56,63,61,72,66,81,71,72,76,63,0
Person_4115,64,46,73,37,82,28,91,19,100,28,100,37,0
Person_4116,53,72,60,14,67,94,74,41,81,53,88,71,0
Person_4117,48,48,42,50,36,46,30,47,24,47,18,46,1
Person_4118,49,66,44,75,39,84,34,93,29,100,24,100,1
Person_4119,43,49,37,41,31,33,25,25,19,17,13,9,0
Person_4120,40,59,32,68,24,77,16,86,8,77,0,68,0
Person_4121,32,51,24,58,16,65,8,72,0,79,0,86,0
Person_4122,35,12,29,36,23,51,17,2,11,78,5,22,0
Person_4123,62,47,67,44,72,44,77,43,72,45,67,43,1
Person_4124,48,52,54,59,60,66,66,73,60,80,54,87,0
Person_4125,54,38,48,30,42,22,36,14,30,6,24,0,0
Person_4126,63,64,72,69,81,74,90,79,81,74,72,69,1
Person_4127,52,38,47,30,42,22,37,30,32,38,27,46,0
Person_4128,53,30,61,1,53,78,45,4,37,94,29,83,0
Person_4129,42,45,35,46,42,44,49,43,56,43,63,47,1
Person_4130,38,52,30,61,22,70,30,79,38,88,46,97,0
Person_4131,41,47,35,38,29,29,23,20,29,11,35,2,0
Person_4132,48,49,39,56,30,49,21,42,30,35,39,28,0
Person_4133,44,39,37,34,30,29,23,34,30,39,37,44,1
Person_4134,44,53,38,95,44,69,50,77,56,2,62,38,0
Person_4135,11,49,30,52,12,49,88,51,45,51,75,53,0
Person_4136,94,64,53,69,47,74,36,79,69,84,10,89,0
Person_4137,52,47,31,38,95,29,12,20,38,11,17,2,0
Person_4138,65,51,58,43,49,35,56,27,24,19,92,11,0
Person_4139,8,51,51,43,65,35,77,27,45,35,13,43,0
Person_4140,57,67,94,56,77,84,49,87,30,23,61,7,1
Person_4141,57,56,55,57,57,56,58,55,56,53,55,57,0
Person_4142,47,59,46,68,46,77,45,86,45,95,45,100,0
Person_4143,56,31,56,22,56,13,58,4,57,0,57,0,0
Person_4144,49,57,46,63,48,57,48,51,49,45,46,39,0
Person_4145,38,33,42,26,42,33,40,40,39,47,40,54,1
Person_4146,40,53,39,1,42,84,38,20,39,48,38,47,1
Person_4147,61,44,66,43,71,45,76,45,81,45,86,45,1
Person_4148,54,50,62,59,70,68,78,77,86,86,94,95,1
Person_4149,49,49,58,42,67,35,76,28,85,21,94,14,1
Person_4150,49,53,58,48,67,43,76,38,85,33,94,28,0
Person_4151,63,42,71,51,79,60,87,69,95,78,100,87,0
Person_4152,45,56,50,49,55,28,60,41,65,9,70,64,0
Person_4153,35,50,28,49,21,48,14,49,7,50,0,48,1
Person_4154,49,68,42,77,35,86,28,95,21,100,14,100,1
Person_4155,44,38,35,31,26,24,17,17,8,10,0,3,1
Person_4156,47,63,39,70,31,77,23,70,15,63,7,56,0
Person_4157,36,40,31,33,26,26,21,19,16,26,11,33,0
Person_4158,50,84,41,52,32,59,23,54,14,98,5,71,0
Person_4159,64,50,57,51,50,48,43,52,36,51,29,49,0
Person_4160,50,62,58,67,50,72,42,77,34,82,26,87,0
Person_4161,57,49,64,40,71,31,64,22,57,13,50,4,0
Person_4162,50,64,58,69,66,74,74,69,66,64,58,59,1
Person_4163,61,33,68,26,75,33,82,40,75,47,68,54,0
Person_4164,58,86,66,1,58,100,50,64,42,70,34,70,0
Person_4165,53,46,48,46,43,43,48,47,53,43,58,46,1
Person_4166,40,56,49,61,58,66,67,71,76,76,85,81,0
Person_4167,32,48,40,41,48,34,56,27,64,20,72,13,0
Person_4168,39,65,33,72,27,65,21,58,27,51,33,44,0
Person_4169,45,45,38,40,45,35,52,40,59,45,66,50,1
Person_4170,35,52,30,97,25,72,30,95,35,97,40,23,0
Person_4171,49,43,79,43,71,42,15,39,31,40,88,40,1
Person_4172,92,58,97,67,16,76,90,85,35,94,74,100,0
Person_4173,31,38,99,30,53,22,67,14,6,6,97,0,1
Person_4174,32,62,48,67,53,72,42,77,14,72,42,67,0
Person_4175,56,32,6,41,25,50,26,59,47,68,49,77,0
Person_4176,21,22,95,7,100,50,72,17,80,19,63,42,1
Person_4177,50,46,46,44,50,44,46,46,48,44,49,43,1
Person_4178,52,57,50,62,48,67,49,72,49,77,48,82,0
Person_4179,60,46,58,41,59,36,59,31,57,26,58,21,0
Person_4180,50,67,52,59,51,51,54,43,51,35,50,27,0
Person_4181,53,41,52,33,55,25,54,17,52,25,53,33,0
Person_4182,41,44,41,64,42,13,41,17,43,20,42,80,0
Person_4183,60,55,65,56,70,57,75,55,80,53,85,54,0
Person_4184,46,54,51,61,56,68,61,75,66,82,71,89,0
Person_4185,48,33,56,25,64,17,72,9,80,1,88,0,1
Person_4186,68,58,77,66,86,74,95,82,100,74,100,66,0
Person_4187,64,47,73,54,82,61,91,68,100,75,100,82,0
Person_4188,50,90,58,85,66,98,74,57,82,71,90,51,0
Person_4189,48,50,41,51,34,51,27,49,20,53,13,50,0
Person_4190,41,53,35,61,29,69,23,77,17,85,11,93,1
Person_4191,49,46,40,37,31,28,22,19,13,10,4,1,1
Person_4192,47,51,41,58,35,51,29,44,23,37,17,30,1
Person_4193,35,51,28,45,21,39,14,45,7,51,0,57,0
Person_4194,46,16,40,89,34,95,28,4,22,23,16,11,0
Person_4195,59,40,64,40,69,41,64,39,59,40,54,41,0
Person_4196,47,64,41,69,35,74,29,79,23,84,17,89,0
Person_4197,64,39,73,32,82,25,91,18,82,11,73,4,0
Person_4198,48,59,55,67,48,75,41,83,34,75,27,67,1
Person_4199,54,47,62,42,54,47,46,52,38,57,30,62,1
Person_4200,52,94,58,65,52,46,46,56,40,23,34,12,0
Person_4201,31,41,22,42,13,40,4,43,13,43,22,44,1
Person_4202,41,60,35,68,41,76,47,84,53,92,59,100,0
Person_4203,36,43,28,34,20,25,28,16,36,7,44,0,0
Person_4204,49,55,43,63,49,71,55,63,61,55,67,47,0
Person_4205,49,40,42,49,35,58,42,67,49,76,56,85,1
Person_4206,53,35,48,9,43,26,38,98,43,41,48,5,0
Person_4207,23,56,51,56,36,59,32,60,61,56,93,58,0
Person_4208,76,45,65,50,32,55,36,60,93,65,92,70,0
Person_4209,62,41,51,33,36,25,55,17,60,9,99,1,1
Person_4210,47,45,39,50,43,55,31,50,40,45,43,40,0
Person_4211,82,50,30,45,92,50,98,55,90,60,4,65,0
Person_4212,87,57,18,77,24,13,62,69,79,0,91,80,0
Person_4213,45,53,42,50,45,51,41,53,43,53,44,50,0
Person_4214,52,53,52,61,50,69,49,77,49,85,51,93,0
Person_4215,54,39,51,31,51,23,52,15,54,7,53,0,0
Person_4216,54,54,54,60,54,66,52,72,51,66,53,60,0
Person_4217,42,34,41,25,39,16,38,25,38,34,42,43,1
Person_4218,52,10,54,26,55,98,55,60,52,21,56,16,0
Person_4219,59,48,67,52,75,51,83,51,91,52,99,49,0
Person_4220,48,54,56,60,64,66,72,72,80,78,88,84,0
Person_4221,58,42,67,36,76,30,85,24,94,18,100,12,1
Person_4222,54,49,59,54,64,49,69,44,74,39,79,34,0
Person_4223,59,31,64,22,69,13,74,4,79,13,84,22,0
Person_4224,57,79,64,50,71,43,78,40,85,27,92,100,0
Person_4225,46,58,40,56,34,56,28,57,22,58,16,57,0
Person_4226,47,51,39,59,31,67,23,75,15,83,7,91,1
Person_4227,46,52,39,47,32,42,25,37,18,32,11,27,1
Person_4228,48,55,41,60,34,55,27,50,20,45,13,40,0
Person_4229,45,37,37,28,29,37,21,46,13,55,5,64,0
Person_4230,35,24,28,44,21,55,14,65,7,68,0,22,0
Person_4231,56,40,50,41,44,40,38,39,32,40,26,39,0
Person_4232,60,62,55,71,50,80,45,89,40,98,35,100,0
Person_4233,54,32,61,24,68,16,61,8,54,0,47,0,0
Person_4234,56,57,64,63,56,69,48,75,40,69,32,63,1
Person_4235,51,34,58,28,65,34,72,40,65,46,58,52,0
Person_4236,65,98,72,63,79,34,72,18,65,9,58,57,0
Person_4237,45,43,39,43,33,43,39,45,45,42,51,43,1
Person_4238,51,48,45,54,39,60,33,66,39,72,45,78,0
Person_4239,35,37,28,29,21,21,14,13,21,5,28,0,0
Person_4240,33,57,24,63,15,57,24,51,33,45,42,39,0
Person_4241,39,36,33,29,39,22,45,29,51,36,57,43,1
Person_4242,34,48,42,30,50,82,58,1,66,84,74,9,0
Person_4243,96,41,30,42,32,42,52,40,16,41,52,41,1
Person_4244,8,48,81,56,36,64,20,72,25,80,23,88,0
Person_4245,94,43,19,38,94,33,83,28,67,23,3,18,0
Person_4246,37,54,62,63,79,72,47,63,99,54,72,45,0
Person_4247,62,40,16,34,79,28,93,22,52,28,22,34,0
Person_4248,91,21,21,20,32,14,68,41,47,49,5,16,1
Person_4249,45,41,46,44,47,43,45,45,46,43,46,44,0
Person_4250,44,48,45,56,46,64,45,72,47,80,47,88,0
Person_4251,50,52,50,47,51,42,50,37,51,32,52,27,0
Person_4252,57,45,56,50,56,55,56,60,54,55,55,50,1
Person_4253,48,49,49,44,50,39,52,44,48,49,50,54,1
Person_4254,44,41,46,30,43,55,45,43,44,10,46,42,0
Person_4255,64,42,69,41,74,42,79,42,84,41,89,42,1
Person_4256,52,58,57,63,62,68,67,73,72,78,77,83,0
Person_4257,57,37,62,28,67,19,72,10,77,1,82,0,1
Person_4258,51,58,59,67,67,58,75,49,83,40,91,31,0
Person_4259,48,49,55,43,62,37,69,43,76,49,83,55,0
Person_4260,56,54,65,1,74,45,83,94,92,43,100,36,0
Person_4261,50,45,43,43,36,42,29,45,22,46,15,44,0
Person_4262,54,54,49,59,44,64,39,69,34,74,29,79,1
Person_4263,52,51,45,46,38,41,31,36,24,31,17,26,1
Person_4264,34,46,28,52,22,46,16,40,10,34,4,28,0
Person_4265,49,35,42,27,35,35,28,43,21,51,14,59,0
Person_4266,33,49,25,78,17,100,9,77,1,64,0,78,0
Person_4267,54,50,48,50,42,51,36,49,30,49,24,51,0
Person_4268,49,51,55,59,49,67,43,75,37,83,31,91,0
Person_4269,55,39,63,34,55,29,47,24,39,19,31,14,0
Person_4270,53,49,62,43,71,37,80,31,71,25,62,19,1
Person_4271,64,37,72,31,80,25,72,31,64,37,56,43,0
Person_4272,55,23,48,49,41,46,34,56,27,65,20,14,0
Person_4273,52,57,57,56,62,55,67,57,72,57,77,58,0
Person_4274,44,45,53,50,62,55,71,60,80,65,89,70,0
Person_4275,36,39,29,34,22,29,15,24,22,19,29,14,0
Person_4276,43,58,37,50,31,42,25,34,31,26,37,18,0
Person_4277,36,35,28,44,20,53,28,62,36,71,44,80,1
Person_4278,43,78,49,100,55,7,61,11,67,36,73,67,0
Person_4279,1,55,25,59,16,59,77,57,45,58,26,59,0
Person_4280,42,62,68,68,85,74,80,80,38,86,31,92,0
Person_4281,60,45,71,37,51,29,77,21,86,13,19,5,1
Person_4282,43,64,44,56,81,48,39,40,80,32,14,24,0
Person_4283,13,40,22,49,80,58,36,67,95,76,78,85,0
Person_4284,23,42,82,74,40,43,100,76,95,74,79,89,1
Person_4285,58,59,58,59,56,59,59,59,58,58,58,59,0
Person_4286,46,58,42,65,46,72,43,79,42,86,42,93,0
Person_4287,51,47,52,38,50,29,49,20,50,11,50,2,0
Person_4288,41,51,44,60,43,69,41,60,40,51,40,42,1
Person_4289,42,52,44,47,46,42,43,47,44,52,43,57,1
Person_4290,60,2,57,49,60,11,61,68,58,38,61,87,0
Person_4291,49,59,56,61,63,60,70,57,77,61,84,57,0
Person_4292,51,52,57,59,63,66,69,73,75,80,81,87,0
Person_4293,58,48,67,39,76,30,85,21,94,12,100,3,1
Person_4294,56,51,63,56,70,61,77,66,84,61,91,56,0
Person_4295,52,39,60,48,68,57,76,66,84,75,92,84,0
Person_4296,60,85,67,67,74,26,81,14,88,53,95,32,0
Person_4297,36,55,30,52,24,52,18,53,12,55,6,55,0
Person_4298,35,48,29,53,23,58,17,63,11,68,5,73,1
Person_4299,49,35,44,28,39,21,34,14,29,7,24,0,1
Person_4300,39,54,34,63,29,72,24,63,19,54,14,45,0
Person_4301,51,41,44,34,37,41,30,48,23,55,16,62,0
Person_4302,34,100,27,73,20,40,13,8,6,89,0,89,0
Person_4303,58,55,53,52,48,52,43,51,38,51,33,51,0
Person_4304,64,67,71,75,78,83,71,91,64,99,57,100,0
Person_4305,61,54,66,49,61,44,56,39,51,34,46,29,0
Person_4306,57,55,64,64,57,73,50,64,43,55,36,46,1
Person_4307,66,45,73,36,66,45,59,54,52,63,45,72,0
Person_4308,51,22,42,2,33,57,24,69,15,45,6,3,0
Person_4309,37,46,29,44,37,46,45,43,53,43,61,47,1
Person_4310,37,58,31,65,25,72,31,79,37,86,43,93,0
Person_4311,38,42,31,35,24,28,17,21,24,14,31,7,0
Person_4312,47,58,55,52,63,46,71,40,79,34,87,28,0
Person_4313,36,49,28,42,20,35,28,42,36,49,44,56,1
Person_4314,49,90,43,42,49,97,55,57,61,19,67,3,0
Person_4315,77,49,71,48,89,50,47,49,32,51,46,52,0
Person_4316,48,58,10,64,99,70,95,76,7,82,48,88,0
Person_4317,75,41,61,36,59,31,44,26,50,21,47,16,1
Person_4318,47,50,96,45,11,40,91,35,35,30,16,25,0
Person_4319,35,42,89,34,26,26,45,34,72,42,94,50,1
Person_4320,93,68,82,14,80,94,64,96,30,31,9,32,1
Person_4321,52,58,51,54,53,58,50,54,51,54,53,57,0
Person_4322,48,51,50,58,49,65,50,72,50,79,49,86,0
Person_4323,50,41,49,34,49,27,49,20,49,13,51,6,1
Person_4324,48,48,49,56,49,48,45,40,47,32,49,24,0
Person_4325,45,38,47,47,46,56,45,65,47,74,45,83,1
Person_4326,49,61,47,15,50,72,48,64,46,92,46,35,1
Person_4327,61,39,66,43,71,40,76,39,81,39,86,43,1
Person_4328,58,56,67,62,76,68,85,74,94,80,100,86,0
Person_4329,54,40,63,32,72,24,81,16,90,8,99,0,1
Person_4330,61,60,70,67,79,74,88,81,97,74,100,67,0
Person_4331,56,52,62,45,68,52,74,59,80,66,86,73,0
Person_4332,53,12,60,66,67,27,74,38,81,39,88,4,0
Person_4333,38,50,32,52,26,52,20,52,14,51,8,52,0
Person_4334,45,64,38,73,31,82,24,91,17,100,10,100,1
Person_4335,37,35,30,26,23,17,16,8,9,0,2,0,1
Person_4336,37,51,32,56,27,61,22,66,17,61,12,56,0
Person_4337,51,50,46,45,41,40,36,35,31,40,26,45,0
Person_4338,47,66,38,66,29,96,20,12,11,28,2,35,0
Person_4339,56,49,63,49,70,48,63,49,56,47,49,47,1
Person_4340,65,64,73,70,81,76,89,82,81,88,73,94,0
Person_4341,50,48,41,42,32,36,23,30,14,24,5,18,0
Person_4342,56,67,48,59,40,51,32,43,24,35,16,27,1
Person_4343,63,48,68,54,73,60,68,66,63,72,58,78,1
Person_4344,54,33,63,82,72,91,63,55,54,86,45,48,0
Person_4345,40,47,34,49,28,49,34,47,40,46,46,48,0
Person_4346,36,47,31,54,36,61,41,68,46,75,51,82,0
Person_4347,37,43,32,34,27,25,32,16,37,7,42,0,0
Person_4348,43,64,36,72,43,80,50,88,57,80,64,72,0
Person_4349,34,52,26,45,18,38,26,45,34,52,42,59,1
Person_4350,42,12,35,92,42,60,49,65,56,72,63,43,0
Person_4351,58,47,3,47,45,47,55,49,61,46,12,46,1
Person_4352,100,60,84,66,34,72,63,78,2,84,48,90,0
Person_4353,61,48,28,39,91,30,46,21,63,12,71,3,1
Person_4354,67,49,47,56,5,63,13,70,16,63,71,56,1
Person_4355,75,50,17,43,41,36,35,29,19,36,17,43,0
Person_4356,87,58,91,49,48,40,25,36,54,19,35,71,1
Person_4357,42,49,43,47,42,48,43,50,43,48,42,49,1
Person_4358,52,46,55,52,55,58,55,64,56,70,52,76,0
Person_4359,56,51,55,45,57,39,54,33,57,27,57,21,0
Person_4360,55,54,54,59,57,54,57,49,55,44,53,39,0
Person_4361,55,33,55,40,55,47,55,54,52,61,51,68,0
Person_4362,58,31,57,45,61,32,57,79,58,37,60,49,1
Person_4363,60,56,68,54,76,56,84,55,92,56,100,57,0
Person_4364,59,55,64,62,69,69,74,76,79,83,84,90,0
Person_4365,47,38,52,30,57,22,62,14,67,6,72,0,1
Person_4366,56,53,64,61,72,53,80,45,88,37,96,29,0
Person_4367,48,50,54,43,60,36,66,43,72,50,78,57,0
Person_4368,50,85,55,9,60,12,65,87,70,73,75,95,0
Person_4369,47,57,40,57,33,54,26,57,19,54,12,57,0
Person_4370,38,54,32,60,26,66,20,72,14,78,8,84,1
Person_4371,45,52,37,45,29,38,21,31,13,24,5,17,1
Person_4372,42,59,33,66,24,73,15,80,6,73,0,66,0
Person_4373,38,38,33,29,28,38,23,47,18,56,13,65,0
Person_4374,50,73,41,45,32,36,23,96,14,6,5,46,0
Person_4375,52,49,61,52,52,48,43,50,34,50,25,50,1
Person_4376,56,52,63,61,56,70,49,79,42,88,35,97,1
Person_4377,52,52,61,47,70,42,61,37,52,32,43,27,0
Person_4378,47,54,52,63,57,72,52,81,47,72,42,63,1
Person_4379,67,33,59,24,51,15,43,6,35,15,27,24,0
Person_4380,52,35,61,17,70,49,61,26,52,17,43,40,0
Person_4381,37,50,31,50,25,47,19,46,25,49,31,49,1
Person_4382,49,59,57,67,65,75,73,83,81,91,89,99,0
Person_4383,50,45,43,39,50,33,57,27,64,21,71,15,0
Person_4384,44,51,36,45,28,39,20,33,28,27,36,21,0
